!!!SBtab Document='eQuilibrator thermodynamic data' SBtabVersion='1.0' Date='2019-12-12',,,,,,,,
!!SBtab TableID='ReactionGFE' TableType='Quantity' TableName='Reaction table of transformed energies' SBtabVersion='1.0' Date='2019-12-12' Unit='kJ/mol' IonicStrengthUnit='M' TemperatureUnit='K',,,,,,,,
!QuantityType,!Identifiers:kegg.reaction,!Unit,!Mean,!Std,!pH,!IonicStrength,!Temperature,!Comment
standard Gibbs energy of formation,R00339,kJ/mol,-35.3,3.9,7,0.1,298.15,
standard Gibbs energy of formation,R00340,kJ/mol,-35.3,3.9,7,0.1,298.15,
standard Gibbs energy of formation,R00341,kJ/mol,10.4,6.2,7,0.1,298.15,
standard Gibbs energy of formation,R00342,kJ/mol,30.3,0.6,7,0.1,298.15,
standard Gibbs energy of formation,R00343,kJ/mol,31.3,0.9,7,0.1,298.15,
standard Gibbs energy of formation,R00344,kJ/mol,-4.2,1.4,7,0.1,298.15,
standard Gibbs energy of formation,R00345,kJ/mol,36.7,6.2,7,0.1,298.15,
standard Gibbs energy of formation,R00346,kJ/mol,21,6.2,7,0.1,298.15,
standard Gibbs energy of formation,R00347,kJ/mol,-26.7,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R00348,kJ/mol,-7,5,7,0.1,298.15,
standard Gibbs energy of formation,R00350,kJ/mol,18.9,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R00351,kJ/mol,34.6,0.9,7,0.1,298.15,
standard Gibbs energy of formation,R00352,kJ/mol,8.2,0.9,7,0.1,298.15,
standard Gibbs energy of formation,R00353,kJ/mol,-0.5,2.9,7,0.1,298.15,
standard Gibbs energy of formation,R00354,kJ/mol,15.4,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R00355,kJ/mol,2.9,1.1,7,0.1,298.15,
standard Gibbs energy of formation,R00357,kJ/mol,-92.6,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R00359,kJ/mol,-97.6,9.1,7,0.1,298.15,
standard Gibbs energy of formation,R00360,kJ/mol,-103.1,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R00361,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00362,kJ/mol,4.6,0.9,7,0.1,298.15,
standard Gibbs energy of formation,R00363,kJ/mol,5.7,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00364,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00365,kJ/mol,46,3.2,7,0.1,298.15,
standard Gibbs energy of formation,R00366,kJ/mol,-87.4,8.8,7,0.1,298.15,
standard Gibbs energy of formation,R00367,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00368,kJ/mol,31.8,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R00369,kJ/mol,-8.3,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R00371,kJ/mol,38.6,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R00372,kJ/mol,8.1,3.2,7,0.1,298.15,
standard Gibbs energy of formation,R00373,kJ/mol,5.2,3.2,7,0.1,298.15,
standard Gibbs energy of formation,R00374,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00380,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00383,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00384,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00385,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00387,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00388,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00389,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00390,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00391,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00392,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00393,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00394,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00395,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00396,kJ/mol,37.7,1.1,7,0.1,298.15,
standard Gibbs energy of formation,R00397,kJ/mol,-14.2,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R00398,kJ/mol,35,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00399,kJ/mol,34.9,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R00400,kJ/mol,-3.1,1.4,7,0.1,298.15,
standard Gibbs energy of formation,R00401,kJ/mol,0,2,7,0.1,298.15,
standard Gibbs energy of formation,R00402,kJ/mol,63.2,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R00405,kJ/mol,-1.8,2.6,7,0.1,298.15,
standard Gibbs energy of formation,R00406,kJ/mol,-4.8,7.4,7,0.1,298.15,
standard Gibbs energy of formation,R00407,kJ/mol,-24.5,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R00408,kJ/mol,46.2,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R00409,kJ/mol,9.3,5.9,7,0.1,298.15,
standard Gibbs energy of formation,R00410,kJ/mol,11.2,1.3,7,0.1,298.15,
standard Gibbs energy of formation,R00411,kJ/mol,-2.5,7,7,0.1,298.15,
standard Gibbs energy of formation,R00412,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00414,kJ/mol,-23.3,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R00416,kJ/mol,-3.5,7.3,7,0.1,298.15,
standard Gibbs energy of formation,R00417,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00418,kJ/mol,0,12,7,0.1,298.15,
standard Gibbs energy of formation,R00420,kJ/mol,0,12,7,0.1,298.15,
standard Gibbs energy of formation,R00421,kJ/mol,-17,12.3,7,0.1,298.15,
standard Gibbs energy of formation,R00422,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00423,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00424,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00425,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00426,kJ/mol,-31.1,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R00428,kJ/mol,8.3,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00429,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00430,kJ/mol,30.2,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R00431,kJ/mol,12.8,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R00432,kJ/mol,0.6,0.9,7,0.1,298.15,
standard Gibbs energy of formation,R00434,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00436,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00445,kJ/mol,21.6,17.3,7,0.1,298.15,
standard Gibbs energy of formation,R00446,kJ/mol,36,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R00447,kJ/mol,-104.7,9.9,7,0.1,298.15,
standard Gibbs energy of formation,R00448,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00449,kJ/mol,-469.7,10.6,7,0.1,298.15,
standard Gibbs energy of formation,R00451,kJ/mol,-17.3,7.3,7,0.1,298.15,
standard Gibbs energy of formation,R00452,kJ/mol,39.4,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R00453,kJ/mol,-1.7,5.7,7,0.1,298.15,
standard Gibbs energy of formation,R00454,kJ/mol,-24.6,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R00457,kJ/mol,-2,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R00458,kJ/mol,-5.4,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R00459,kJ/mol,-79.7,17.2,7,0.1,298.15,
standard Gibbs energy of formation,R00460,kJ/mol,0,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00461,kJ/mol,-4.6,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R00462,kJ/mol,-25.3,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R00463,kJ/mol,18.1,9.1,7,0.1,298.15,
standard Gibbs energy of formation,R00465,kJ/mol,45.6,1.8,7,0.1,298.15,
standard Gibbs energy of formation,R00466,kJ/mol,-156.9,10.6,7,0.1,298.15,
standard Gibbs energy of formation,R00468,kJ/mol,-7.4,2.6,7,0.1,298.15,
standard Gibbs energy of formation,R00469,kJ/mol,-24.8,9.6,7,0.1,298.15,
standard Gibbs energy of formation,R00470,kJ/mol,17.8,3,7,0.1,298.15,
standard Gibbs energy of formation,R00471,kJ/mol,15.4,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R00472,kJ/mol,32.7,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R00473,kJ/mol,13,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00474,kJ/mol,28,7.7,7,0.1,298.15,
standard Gibbs energy of formation,R00475,kJ/mol,-88.8,8.4,7,0.1,298.15,
standard Gibbs energy of formation,R00476,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00477,kJ/mol,18.4,7.3,7,0.1,298.15,
standard Gibbs energy of formation,R00478,kJ/mol,1.4,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R00479,kJ/mol,8.6,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R00480,kJ/mol,18.4,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00481,kJ/mol,-69.1,9.4,7,0.1,298.15,
standard Gibbs energy of formation,R00482,kJ/mol,-10,7,7,0.1,298.15,
standard Gibbs energy of formation,R00483,kJ/mol,-18.1,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R00484,kJ/mol,-31.5,9.8,7,0.1,298.15,
standard Gibbs energy of formation,R00485,kJ/mol,-16.4,7,7,0.1,298.15,
standard Gibbs energy of formation,R00486,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00487,kJ/mol,-17.9,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R00488,kJ/mol,-12.1,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R00489,kJ/mol,-21,11.8,7,0.1,298.15,
standard Gibbs energy of formation,R00490,kJ/mol,13.9,0.9,7,0.1,298.15,
standard Gibbs energy of formation,R00491,kJ/mol,4.9,3.9,7,0.1,298.15,
standard Gibbs energy of formation,R00493,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00494,kJ/mol,-3.3,8.9,7,0.1,298.15,
standard Gibbs energy of formation,R00497,kJ/mol,-24.9,8.9,7,0.1,298.15,
standard Gibbs energy of formation,R00499,kJ/mol,-29.1,10.4,7,0.1,298.15,
standard Gibbs energy of formation,R00501,kJ/mol,-16.9,5,7,0.1,298.15,
standard Gibbs energy of formation,R00502,kJ/mol,-2.8,3.6,7,0.1,298.15,
standard Gibbs energy of formation,R00503,kJ/mol,-10,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R00504,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00505,kJ/mol,4.8,9.9,7,0.1,298.15,
standard Gibbs energy of formation,R00507,kJ/mol,-83.8,11.2,7,0.1,298.15,
standard Gibbs energy of formation,R00508,kJ/mol,-12.7,11.5,7,0.1,298.15,
standard Gibbs energy of formation,R00509,kJ/mol,-13.7,11.5,7,0.1,298.15,
standard Gibbs energy of formation,R00510,kJ/mol,-12.5,9,7,0.1,298.15,
standard Gibbs energy of formation,R00511,kJ/mol,-15.4,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R00512,kJ/mol,-3.2,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00513,kJ/mol,-11,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R00514,kJ/mol,-23.2,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00515,kJ/mol,-33.3,4.6,7,0.1,298.15,
standard Gibbs energy of formation,R00516,kJ/mol,-8.6,6,7,0.1,298.15,
standard Gibbs energy of formation,R00517,kJ/mol,-8.5,6,7,0.1,298.15,
standard Gibbs energy of formation,R00518,kJ/mol,-8,8.8,7,0.1,298.15,
standard Gibbs energy of formation,R00519,kJ/mol,-14.1,6.5,7,0.1,298.15,
standard Gibbs energy of formation,R00521,kJ/mol,-13.5,8.9,7,0.1,298.15,
standard Gibbs energy of formation,R00522,kJ/mol,-17.5,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R00524,kJ/mol,-31.6,12.1,7,0.1,298.15,
standard Gibbs energy of formation,R00525,kJ/mol,-33.3,11,7,0.1,298.15,
standard Gibbs energy of formation,R00526,kJ/mol,-31.6,11.2,7,0.1,298.15,
standard Gibbs energy of formation,R00527,kJ/mol,-14.1,10,7,0.1,298.15,
standard Gibbs energy of formation,R00528,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00529,kJ/mol,47.4,2.3,7,0.1,298.15,
standard Gibbs energy of formation,R00530,kJ/mol,58,2.3,7,0.1,298.15,
standard Gibbs energy of formation,R00531,kJ/mol,-81.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R00532,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00533,kJ/mol,-171.9,11,7,0.1,298.15,
standard Gibbs energy of formation,R00534,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00535,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00536,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00537,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00538,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00539,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00540,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00542,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00543,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00544,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00545,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00546,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00547,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00548,kJ/mol,-28,19.6,7,0.1,298.15,
standard Gibbs energy of formation,R00549,kJ/mol,1.6,19.6,7,0.1,298.15,
standard Gibbs energy of formation,R00550,kJ/mol,11.4,19.7,7,0.1,298.15,
standard Gibbs energy of formation,R00551,kJ/mol,-28.6,12.5,7,0.1,298.15,
standard Gibbs energy of formation,R00552,kJ/mol,-34.7,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R00554,kJ/mol,6.3,1.1,7,0.1,298.15,
standard Gibbs energy of formation,R00555,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00557,kJ/mol,-1261,30,7,0.1,298.15,
standard Gibbs energy of formation,R00558,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00559,kJ/mol,-459.4,14.9,7,0.1,298.15,
standard Gibbs energy of formation,R00562,kJ/mol,32.6,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00563,kJ/mol,24.6,13.5,7,0.1,298.15,
standard Gibbs energy of formation,R00565,kJ/mol,-0.3,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00566,kJ/mol,-15,13.6,7,0.1,298.15,
standard Gibbs energy of formation,R00567,kJ/mol,7.3,12,7,0.1,298.15,
standard Gibbs energy of formation,R00568,kJ/mol,-25,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R00569,kJ/mol,-25.9,4.5,7,0.1,298.15,
standard Gibbs energy of formation,R00570,kJ/mol,-0.5,4.6,7,0.1,298.15,
standard Gibbs energy of formation,R00571,kJ/mol,-1.4,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R00572,kJ/mol,28.1,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R00573,kJ/mol,-12.8,5.1,7,0.1,298.15,
standard Gibbs energy of formation,R00574,kJ/mol,4.6,10.2,7,0.1,298.15,
standard Gibbs energy of formation,R00575,kJ/mol,-6.5,5.2,7,0.1,298.15,
standard Gibbs energy of formation,R00576,kJ/mol,-11.5,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R00577,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00578,kJ/mol,-29.5,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R00579,kJ/mol,7.7,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R00581,kJ/mol,41.7,1.6,7,0.1,298.15,
standard Gibbs energy of formation,R00582,kJ/mol,-10.4,0.5,7,0.1,298.15,
standard Gibbs energy of formation,R00584,kJ/mol,-5.4,0.7,7,0.1,298.15,
standard Gibbs energy of formation,R00585,kJ/mol,4,1.5,7,0.1,298.15,
standard Gibbs energy of formation,R00586,kJ/mol,-6.7,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00588,kJ/mol,-4.3,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R00589,kJ/mol,-0.9,5.9,7,0.1,298.15,
standard Gibbs energy of formation,R00590,kJ/mol,-3.6,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R00594,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00595,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00596,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00597,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00598,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00599,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00600,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00601,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00602,kJ/mol,-292.3,9.2,7,0.1,298.15,
standard Gibbs energy of formation,R00603,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00604,kJ/mol,-43,3.9,7,0.1,298.15,
standard Gibbs energy of formation,R00605,kJ/mol,34.2,6.5,7,0.1,298.15,
standard Gibbs energy of formation,R00606,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00608,kJ/mol,-99.2,10.4,7,0.1,298.15,
standard Gibbs energy of formation,R00609,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00610,kJ/mol,-77,11.4,7,0.1,298.15,
standard Gibbs energy of formation,R00611,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00612,kJ/mol,-69.2,11.9,7,0.1,298.15,
standard Gibbs energy of formation,R00614,kJ/mol,-77.2,8.4,7,0.1,298.15,
standard Gibbs energy of formation,R00615,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00616,kJ/mol,4.1,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R00617,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00618,kJ/mol,-30.5,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R00619,kJ/mol,-5.9,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R00621,kJ/mol,-26.8,7,7,0.1,298.15,
standard Gibbs energy of formation,R00623,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00624,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00625,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00626,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00627,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00628,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00629,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00630,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00631,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00634,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00635,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00636,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00637,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00638,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00639,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00640,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00643,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00644,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00645,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00646,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00647,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R00648,kJ/mol,-105.7,11.9,7,0.1,298.15,
standard Gibbs energy of formation,R00649,kJ/mol,-0.9,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R00650,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00651,kJ/mol,-57,8.7,7,0.1,298.15,
standard Gibbs energy of formation,R00652,kJ/mol,-18.2,9.1,7,0.1,298.15,
standard Gibbs energy of formation,R00653,kJ/mol,-25.1,13.2,7,0.1,298.15,
standard Gibbs energy of formation,R00654,kJ/mol,-10.1,11,7,0.1,298.15,
standard Gibbs energy of formation,R00655,kJ/mol,-2.7,8,7,0.1,298.15,
standard Gibbs energy of formation,R00656,kJ/mol,-23.8,10.1,7,0.1,298.15,
standard Gibbs energy of formation,R00657,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00658,kJ/mol,-4.1,0.6,7,0.1,298.15,
standard Gibbs energy of formation,R00659,kJ/mol,30,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R00660,kJ/mol,-12.3,13.5,7,0.1,298.15,
standard Gibbs energy of formation,R00661,kJ/mol,14.9,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R00662,kJ/mol,-29.5,7.6,7,0.1,298.15,
standard Gibbs energy of formation,R00664,kJ/mol,-75.3,30.2,7,0.1,298.15,
standard Gibbs energy of formation,R00665,kJ/mol,-23.9,9.8,7,0.1,298.15,
standard Gibbs energy of formation,R00666,kJ/mol,58.1,11.1,7,0.1,298.15,
standard Gibbs energy of formation,R00667,kJ/mol,-20.8,8.8,7,0.1,298.15,
standard Gibbs energy of formation,R00668,kJ/mol,-11.8,11.3,7,0.1,298.15,
standard Gibbs energy of formation,R00669,kJ/mol,0.8,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R00670,kJ/mol,-44.1,11,7,0.1,298.15,
standard Gibbs energy of formation,R00671,kJ/mol,-22.4,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R00672,kJ/mol,-22.6,9.2,7,0.1,298.15,
standard Gibbs energy of formation,R00673,kJ/mol,21.1,1.3,7,0.1,298.15,
standard Gibbs energy of formation,R00674,kJ/mol,-49.8,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R00675,kJ/mol,2,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R00676,kJ/mol,3,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R00677,kJ/mol,-131.5,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R00678,kJ/mol,-339,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R00679,kJ/mol,-477.8,12.9,7,0.1,298.15,
standard Gibbs energy of formation,R00681,kJ/mol,-390.7,12.5,7,0.1,298.15,
standard Gibbs energy of formation,R00682,kJ/mol,0,10.3,7,0.1,298.15,
standard Gibbs energy of formation,R00683,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00684,kJ/mol,-36,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R00685,kJ/mol,-32.2,11,7,0.1,298.15,
standard Gibbs energy of formation,R00686,kJ/mol,-43.2,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R00687,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R00688,kJ/mol,37.4,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R00689,kJ/mol,-96,9.3,7,0.1,298.15,
standard Gibbs energy of formation,R00690,kJ/mol,-475.4,11.8,7,0.1,298.15,
standard Gibbs energy of formation,R00691,kJ/mol,-80.8,17.5,7,0.1,298.15,
